create; 2,5510787963867188e-05; 0,00022101402282714844; 0,00038552284240722656; 0,0008761882781982422; 0,0012583732604980469; 0,0022313594818115234; 0,004362821578979492; 0,00932621955871582; 0,014239072799682617; 0,018811941146850586; 0,038997650146484375
create; 2,4318695068359375e-05; 0,00023794174194335938; 0,0003654956817626953; 0,000827789306640625; 0,0011780261993408203; 0,001603841781616211; 0,004607200622558594; 0,008663415908813477; 0,013216972351074219; 0,017261505126953125; 0,037648677825927734
create; 2,574920654296875e-05; 0,00024580955505371094; 0,0004322528839111328; 0,0008866786956787109; 0,0012593269348144531; 0,0023419857025146484; 0,0044612884521484375; 0,009627580642700195; 0,014687299728393555; 0,019247770309448242; 0,04181098937988281
create; 2,47955322265625e-05; 0,00013756752014160156; 0,00039386749267578125; 0,0007016658782958984; 0,00124359130859375; 0,0016040802001953125; 0,0044519901275634766; 0,00842738151550293; 0,012813091278076172; 0,01717352867126465; 0,05204153060913086
create; 2,8371810913085938e-05; 0,00021696090698242188; 0,00040841102600097656; 0,0008943080902099609; 0,0012600421905517578; 0,001959562301635742; 0,00542902946472168; 0,009587526321411133; 0,014106512069702148; 0,018967151641845703; 0,050788164138793945
create; 2,3126602172851562e-05; 0,00013947486877441406; 0,00040984153747558594; 0,0006914138793945312; 0,0011510848999023438; 0,001512765884399414; 0,004292488098144531; 0,008028268814086914; 0,012639522552490234; 0,016527652740478516; 0,03881359100341797

minimum; 9,5367431640625e-07; 1,9073486328125e-06; 1,1920928955078125e-06; 1,430511474609375e-06; 1,6689300537109375e-06; 1,9073486328125e-06; 3,0994415283203125e-06; 3,0994415283203125e-06; 3,0994415283203125e-06; 3,5762786865234375e-06; 4,0531158447265625e-06
minimum; 1,1920928955078125e-06; 1,430511474609375e-06; 1,430511474609375e-06; 1,6689300537109375e-06; 1,6689300537109375e-06; 2,384185791015625e-06; 3,5762786865234375e-06; 4,76837158203125e-06; 5,245208740234375e-06; 5,4836273193359375e-06; 5,4836273193359375e-06
minimum; 1,6689300537109375e-06; 1,1920928955078125e-06; 3,0994415283203125e-06; 3,814697265625e-06; 3,337860107421875e-06; 6,4373016357421875e-06; 6,4373016357421875e-06; 9,5367431640625e-06; 0,00010609626770019531; 8,344650268554688e-06; 1,3828277587890625e-05
minimum; 1,1920928955078125e-06; 1,1920928955078125e-06; 1,6689300537109375e-06; 1,430511474609375e-06; 2,1457672119140625e-06; 1,6689300537109375e-06; 2,86102294921875e-06; 2,86102294921875e-06; 3,5762786865234375e-06; 5,7220458984375e-06; 5,4836273193359375e-06
minimum; 1,430511474609375e-06; 1,430511474609375e-06; 1,430511474609375e-06; 1,6689300537109375e-06; 1,6689300537109375e-06; 2,6226043701171875e-06; 2,86102294921875e-06; 4,0531158447265625e-06; 3,5762786865234375e-06; 3,337860107421875e-06; 3,814697265625e-06
minimum; 1,430511474609375e-06; 9,5367431640625e-07; 1,430511474609375e-06; 1,430511474609375e-06; 3,814697265625e-06; 2,86102294921875e-06; 3,814697265625e-06; 5,0067901611328125e-06; 6,198883056640625e-06; 8,106231689453125e-06; 7,3909759521484375e-06

in-order; 7,62939453125e-06; 6,008148193359375e-05; 0,00015115737915039062; 0,0003094673156738281; 0,0004382133483886719; 0,0006060600280761719; 0,0015420913696289062; 0,003024578094482422; 0,004572153091430664; 0,00610661506652832; 0,009259939193725586
in-order; 7,152557373046875e-06; 5,221366882324219e-05; 0,00013017654418945312; 0,0002586841583251953; 0,0003783702850341797; 0,0005292892456054688; 0,0012967586517333984; 0,002597332000732422; 0,003964900970458984; 0,005384922027587891; 0,008060216903686523
in-order; 6,4373016357421875e-06; 5,1975250244140625e-05; 0,0001316070556640625; 0,0002651214599609375; 0,0006244182586669922; 0,0005900859832763672; 0,0013439655303955078; 0,002645254135131836; 0,004066944122314453; 0,005513668060302734; 0,008810997009277344
in-order; 7,867813110351562e-06; 6,604194641113281e-05; 0,0001571178436279297; 0,00032901763916015625; 0,0004363059997558594; 0,0006146430969238281; 0,0015079975128173828; 0,0030355453491210938; 0,004617929458618164; 0,006515026092529297; 0,009270906448364258
in-order; 7,62939453125e-06; 5,364418029785156e-05; 0,00014591217041015625; 0,0002689361572265625; 0,0003991127014160156; 0,0005567073822021484; 0,0014104843139648438; 0,0028960704803466797; 0,004484891891479492; 0,005759477615356445; 0,008624792098999023
in-order; 6,67572021484375e-06; 5,412101745605469e-05; 0,00013589859008789062; 0,0002694129943847656; 0,0004000663757324219; 0,0005500316619873047; 0,0013308525085449219; 0,002711772918701172; 0,004292011260986328; 0,005420684814453125; 0,00815272331237793
